essay_id,grade,essay_topic,essay_text,dyslexic_flag,score_1,score_2,score_3,avg_score,rubric_score_language,rubric_score_content,rubric_score_relevance,total_score,normalized_score,baseline_score
G5_002,5,ළමා පුස්තකාල,"නාගරික ප්‍රදේශ වල රජයේ පාසැල් වල ළමා පුස්තකාල බිහි වී ඇති බව මම අසා ඇත්තෙමි. එවා ළමා පොත් වලින් පිරී ඇත. අපේ පාසැලේ ළමුන් සඳහා ළමා පොත් වලින් පිරිණු හොඳ ළමා පුස්තකාලයක් නොමැති වීම අපට තදින් දැනේ. ගමේ ලොකු හාමුදුරුවෝ පුස්තකාලයක් තිබීමේ වාසිදායක බව විස්තර කරමින් ඒ මඟින් අපේ සාහිත්‍ය දැනුම වැඩි කල හැකි බව ප්‍රකාශ කළ ආකාරය මට තවමත් මතකයේ තිබේ.
කියවීම මගින් භාෂාව වැඩි දියුණු වන බවද එතුමා පැවසුහ. නමුදු අවාසනාවකට මෙන් අපේ ගමේ වැඩිහිටියෝ එහි අගය පැහැදිළිව වටහා නොගත්හ. ළමුන් වෙනුවෙන් උපකාරි කළ හැකි පොහොසත් ගම්මුන් සිටින බව අප තේරුම් ගත්තෙමු. මේ නිසා අපි අපේ පන්සලේ ඉරිදා දහම් පාසලේ ඔවුන්ගේ මූල්‍ය ආධාරය මත ළමා පුස්තකාලයක් ආරම්භ කිරීමට තීරණය කලෙමු. අපි මේ කටයුත්ත කිරීම සඳහා පුංචි හමුදුරුවන්ගෙන් මුලින්ම සහයෝගය ගත්තෙමු.
මුල්ම කියවීමේ සමාජයේ රැස් වීම පැවැත්වූයේ ඉරිදා හවස්වරු වේය. රැස්වීමට සහභාගී වු ළමයින්ගේ අදහස වුයේ ගමේ වැඩිහිටියන්ගේ සහයෝගය මේ සඳහා ලබා ගත යුතු බවය.
මාසයක් ඇතුලත ගම් වැසියෝ විශාල සංඛ්‍යාවක් පුස්තකාලය ඇරඹීමට අවැසි පොත් මිලදී ගෙන දීමට පොරොන්දු වුහ. ගමේ සිටිය එක් මහා දාන පතියෙකු අපගේ යෝජිත පුස්තකාලය සඳහා අවශ්‍ය ගෘහ භාණ්ඩ සපයා දුන්නේය. අනෙකුත් බොහෝ අය පොත් පරිත්‍යාග කළහ.
අනතුරුව අපි ළමා පුස්තකාළය ආරම්භ කළෙමු. අපේ ප්‍රදේශය අයත් දිසාපති තුමත් පුස්තකාලය විවතෙ කර යද්දි අපට හොඳ ගොඩනැගිල්ලක් සහ වෙනත් බොහෝ දේවල් ලබා දෙන බව පොරොන්දු වුයේය.ආරම්භයේදි අප එය පටන් ගත්තේ පන්සලේ දහම් ශාලාවේය. අණ්ඩුවේ නිළධාරිගේ සහ ගම්මුන්ගේ සහයෝගය අපට ලබා දීමට ඉහළ කාර්යභාර්යක් ඉටු කරන ලද්දේ පොඩි හාමුදුරුවන් විසිනි.
අද අපට සියළු පහසුකම් සහිත පුසත කාලයක් ගමේ පිහිටා තිබේ. එය සෑම දිනකදීම පාසල් වේලාවෙන් පසු සැදැවේලාවේදි විවෘතව තිබී.දැන් අපට පොත් පත්ද දින පතා පුවත් පත්ද සඟරාද කියවීමට හැකිය. ළමුන් සැමට පොත් පත් හා පත්තර කියවීමට හැකි පරිදි පුස්තකාලයක් අප විසින් ආරම්භ කිරීම පිළිබද තමා ආඩම්බර වන බව අපේ විදුහල්පති තුමා කීවේය. තවද මිනිසා කියවීම තුලින් සම්පුර්ණ මිනිසෙකු කරයි යන්නද ඔහු සිහිපත් කරයි.
",False,,,,,,,,,,100.0
G5_003,5,අසරණ මිනිසුන්ට උදවු කළ යුතුයි,"අසරණ වු මිනිසුන් බොහෝ ප්‍රමාණයක් අපේ රටේ සිටිනි. අසරණයන් යනු යාචකයන් පමණක්ම නොවේ. යම් යම් අවස්ථාවලදී දුකට පත් තවත් පුද්ගලයන් සිටිය හැකි. කෙනෙකුට අත දීමට කෙනෙකු නොසිටිය හොත් කරදයකට ඇද වැටුණු විට ඔහු අසරණ වේ. එබැවින් එසේ අසරණ, දුගී තැනැත්තාට යම් කිසි සේවාවක් කිරීම අපේ යුතුකමකි.
ස්වාභාවික විපත් නිසා දුකට පත් වුන මිනිසුන් ඕනැතරම් සිටිති. මානසිකව හා කයිකව අභාදයට ලක් වූ මිනිසුද අසරණයන්ය. මෙවැනි මිනිසුන්ට උදව් කිරීම අගනා පුරුද්දකි.
යාචකයා නිසකයෙන්ම අසරණ පුද්ගලයෙකි. ඔවුන්ගෙන් වැඩිමනත් දෙනා තමන්ගේ එදිනෙදා පැවැත්ම සඳහා රැකියාවල නොයෙදේ. එම නිසා ඔවුන්ට මුදල් උපයා ගැනීමට මඟක් නොමැත.ඔවුහු තමන්ගේ පවුලේ අසරණ වූ සාමාජීකයන් වෙනුවෙන් ආහාර, ඇදුම් පැළඳුම් හා මුදල් ඉල්ලා යදිති. එම නිසා උදව්වක් ඉල්ලා ගෙන ඔවුන් අප වෙත පැමිණෙන විටදී උපකාර කිරීම අපගේ යුතුකමකි.
අපේ රට පොහොසත් රටක් නොවෙයි. තමන්ගේ දෛනික ආහාර වේල පවා සකස් කර ගැනීමට නොහැකි මිනිසුන් බොහෝ දෙනෙකු මෙහි සිටිති. තවත් සමහරුන්ට සිරුර වසා ගන්නට කිසිවක් නොමැත. සමහරුන්ට නිවාස නොමැත. අසරණ යාචකයෝ රාත්‍රී කළ නඟරයේ පදික වේදිකාවේ ගත කරති. සමහරක් වියපත් පුද්ගලයෝද අසරණත්වයට පත් වී සිටිති.
සමාජ සේවා දෙපාර්තමේන්තුව මේ අසරණ මිනිසුන්ට උදවු කිරීමට උත්සාහ දරයි. එය ඔවුන්ගෙන් සමහරකට සහයෝගය ලබා දෙයි. බොහෝමයක් අසරණ පුද්ගලයෝ රජය මගින් සමධි සහනාධාර ලබති. එ ඉතා සුළු මුදල ඔවුන්ගේ ජීවිකාව සඳහා ප්‍රමාණවත් නොවේ. ධනවත් පුද්ගලයන් උදවු කළ යුත්තේ මේ නිසාය.
අසරණ මිනිසුන් දෙස නිකමටවත් නොබලන ධනවත් පුද්ගයෝ බොහෝ සිටිති. ඔවුහු අඩුම තරමින් කෑමට අහරක් වත් නොදී යාචකයන් එළවා ගනිති. එය ඉතාම නරක සිරිතකි. කුඩා දරුවන් ලෙස අපි අසරණයන්ට හැම විටම පිහිට වීමට උත්සාහ දැරිය යුතුයි.
",False,,,,,,,,,,100.0
G5_004,5,දුම්රිය ගමන් ,"මගේ පවුලේ උදවිය වසරේ වැඩිම කාලයක් ගත කරන්නේ කොළඹය. එසේ නමුදු සෑම වසරකම උණුසුම් වැඩි කාල වලදී අපි කඳුකරයට ගොස් කාලය ගත කොට පැමිණෙන්නෙමු.
අපි උදෑසන දුම්රියට ගොඩ වුයේ කෑමට කෙටි ආහාර සහ අපගේ පිපාසය සංසිඳවීමට ලොකු වතුර බෝතලයක්ද රැගෙනය. පොල්ගහවෙල දුම්රිය ස්ථානයට පැමිණීමට පෙර අපි අපගේ උදේ ආහාරය අර ගත්තෙමු. වාර්ෂිකව යන මේ ගමනේ අපට දැක ගත හැකි කිසිඳු අළුත් යමක් නොතිබුණි. උදේ කාලයේදී කඳුකරයට ලං වෙද්දී දේශගුණය සිසිල් බවට පත් විය. නමුදු දහවලේදි නම්, එය තරමක් උණුසුමින් යුක්ත වුයේය. අපගේ ගමන් මඟ අතර මගදී කඩල හා වෙනත් රස කැවිලි මිලදී ගැනීමට අප පුරුදු වී සිටියෙමු.
අපේ ගමනේ වඩාත්ම සුන්දරතම බලාපොරොත්තුව වුයේ තේ වතුවල දසුන් හා කොළ පැහැයෙන් වැසි ගත් කුඹුරුය. අපේ ගමනාන්තය වූ මහනුවරට ළඟා වීමෙන් පසු අපි දුම්රියෙන් බැස ගතිමු. අපේ බඩු බාහිරාදිය ද සමග ත්‍රිරෝද රථයක් සොයා ගැනීමට උත්සහා ගත්තේ නගරයට යෑම පිණිසය. ත්‍රිරෝද රථයට නැගීමෙන් අනතුරුව අවට පිහිටි කදිම ගොඩනැගිලි දෙස බලමින් අභිමානවත් හැඟීමෙන් යුතුව අපි ගමන් කළෙමු. කුඩා ළමුන් ලෙස නුවරට ලඟා වීමෙන් පසු අපට දැනුනේ අළුත් ලොවකට පැමිණියා වැනි හැගීමකි. නුවර සැම පාරක්ම ගමන් කළේ කඳු වටාය. අප එහි නැවතී සිටි කාලය තුල රසවත් කඳුකර තේ කොප්පයක රස බැලීමද අමතක නොකළෙමු.
",False,,,,,,,,,,88.43
G5_005,5,මා වඩාත්ම කැමති ක්‍රීඩාව,"මා වඩාත්ම කැමති ක්‍රීඩාව වන්නේ පාපන්දුය. මා මෙම ක්‍රීඩාවට කැමති වන්නේ එය වේගවත් ක්‍රීඩාවක් බැවිනි. මෙහිදී කණ්ඩායම් දෙකක පිරිස ලෙස සිටින විසි දෙනෙකු විසින් සුපරික්ෂාකාරිව ක්‍රීඩා කරනු ලබති.
මෙම ක්‍රීඩාවේදී වටකුරු සම් ආවර්ණයකින් යුතු, සුළං පිරවු, රබර් බෝලයකට පද සහ හිස පමණක් භාවිතයෙන් පහර දීම සිදු කරයි. මෙම ක්‍රීඩාව කරනු ලබන්නේ සමාන්‍යයෙන් යාර 115 ක පමණ දිගින් හා යාර 75 ක් පළලින් යුතු විශේෂ ක්‍රීඩා පිටියකය. පාපන්දු ක්‍රීඩා පිටියේ පන්දු යැවෙන ගෝල් ප්‍රදේශය යාර 8ක් පළලින් යුතු අඩි 8 ක් උසැති හරස් යකඩ කණු ආවර්ණයකින් යුතු වෙයි.
මට වයස 14 ක් වූ කාලයේදී මම මේ ක්‍රීඩාව කෙරෙහි සිත් ඇත්තෙකු වීමි. පාසැලේ 16 න් පහළ පාපන්දු කණ්ඩායමේ මම ක්‍රීඩා කළෙමි. මෙම ක්‍රීඩාව පවත්වා ගෙන යන්නේ පැයක කාලයක් තුලය. ක්‍රම ක්‍රමයෙන් පාසැලේ 19 න් පහළ කණ්ඩායමට ඇතුලත් වුයේය. දදිස්ත්‍රික්ක පාපන්දු කණ්ඩායමට මා තෝරා ගැනීමෙන් පසුව ක්‍රීඩාව කෙරෙහි තිබු කැමැත්ත බෙහෙවින් වැඩි වූයේය. මම සෑම උදෑඝනකම හා හැන්දෑවකම පුහුණු වීම් කරන්න පටන් ගත්තෙමි. 2003 වර්ෂය මගේ ජීවිතයේ ප්‍රීතිමත්ම වසරයි. ඒ මා ලංකාවේ තරුණ පාපන්දු කණ්ඩායමට තෝරා ගත් වසරයි. මැලේසියාවේ පේහැන්ග් හි පැවැති පස්වන ආසියානු යොවුන් පාපන්දු තරඟාවලියට සහභාගී වීමට මට අවස්ථාව ලැබිණි.
මගේ ස්ථානය වූයේ වම්පස පිටත තීරුවයි. එය මට ලකුණු ලබා දීමට අවස්ථාව උදා කර දුන්නේය. ක්‍රිකට් ක්‍රීඩාවෙන් අපි ජත්‍යන්තර ජයග්‍රහණ හිමි කර ගත් ලෙසින්, පාපන්දු ජයග්‍රහණ ද ලබා ගැනීමට අපට හැකි නම් යැයි මම ප්‍රර්ථනා කරමි.
",False,,,,,,,,,,91.73
G5_006,5,බෝට්ටුවකින් ගමන්,"ගංගවක් ඔස්සේ බෝට්ටුවකින් ගමන් කිරීමේ අදහස පසු ගිය සතියේ පළමු වරට මා සිත තුල පිළිසිඳුණි. එ අපේ ගුරුතුමිය බෝට්ටු චාරිකාවක් පිළිබඳ කළ කතා බහ නිසාය.
මේ අතර තුර අප පාසැල් සුභසාධක සමිතියේ සංවිධායකයෝ ළමුන් ගාළු ප්‍රදේශයේ සංචාරයකට රැගෙන යාමට අදහස් කලහ. ඔවුන් ළමයින්ව බෝට්ටු චරිකාවක් රැගෙන යාමට සැලසුම් කර ඇති බව මට දැන ගන්නට ලැබුණි. මා එවැනි බෝට්ටු චාරිකාවක නිරත වී නැති හෙයින් මට මහා සතුටක් දැනුනි.මගේ මිතුරෝද නොදුරේ එන චාරිකාව පිළිබඳ බොහෝ සතුටට පත් වී සිටියහ.
නියමිත දිනයේදි අපි පෞද්ගලික බස් රථයකින් ගාළු බලා චාරිකාව ඇරඹුවෙමු. මර්ටින් වික්රමසිංහයන් විසින් රචනා කොට තිබු ජනප්‍රිය නව කතාව වු ""මඩොල්දූව "" කියවා තිබු ළමෝ සියළු දෙනාම මඩොල්දූවට යාමට ප්‍රිය කළහ. මෙය අපගේ චාරිකාවේ වැඩ සටහනට සංවිධයක වරුන් විසින් ඇතුළත් කර තිබුණි. මේ කුඩා දූපත බලා ගැනීමට අපි පුල පුල බලා සිටියෙමු.
මඩොල්දුවෙන් බෝට්ටු පැමිණෙනු දුටු මම බෙහෙවින් සතුටට පත් වුයෙමි. කුඩා ළමෝ ඔවුන්ගේ මව්පියන් හෝ ගුරුවරුන් සමඟ බෝට්ටු තුලට ගොඩ වුහ. බොට්ටුව පදවන්නා ඇංජිම පණගන්වද්දි මම උද්දාමයට පත් විමි.
පළමුව අපේ බෝට්ටුව ගාළු වරාය සමීපයේ තිබුණු කුඩා දූපතක් වූ මඩොල් දූව වටා එක් වටයක් රැගෙන ගියේය. මඩොල්දූව දුටු විට සැනෙකින් මගේ මතකයට නැගුණේ උපාලි සහ ජින්නාය. ඔවුන්ගේ වීර ක්‍රියාය. ජින්නා පොල් සම්බලයක් සහ කුම්බල කරවල හොද්දක් සමඟ බත් කෑ හැටිය. මඩොල් දූව චාරිකාව මා වඩාත්ම ප්‍රීතියට පත් වු අවස්ථාවකි. මගේ මිතුරන්ද සිටියේ ප්‍රීතියෙනි. අපගේ දෑත් වතුරට නොදමන්න යැයි අපේ ගුරුවරු අපට කිවේ අනතුරු ඇති විය හැකියි ඔවුන් තුල වූ බිය නිසාය.
මඩොල්දූව නරඹා අවසන් වී අපි ආපසු පැමිණි කළ තවත් බොට්ටුවක් අප වෙනුවෙන් සුදානම් කොට තිබෙනු දුටුවෙමු. එහි සිටි පදවන්නා වඩාත් හොඳ කර් යශූර පුද්ගලයෙකි. අපි බොහෝ වේගයෙන් ගියෙමු. කිසිඳු අභාග්‍යයකට මුහුණ නොපාම දිවා ආහාරය සඳහා ගං ඉවුරට පැමිණීමට අපට හැකි වුණි. ඒ ප්‍රීතිමත් ගමන මට කිසිදා අමතක නොවේ.
",False,,,,,,,,,,100.0
G6_001,6,හීනයක් ,"ඊළඟ ඉසව් ....... ශබ්ද විකාශන යන්ත්‍රයේ හඬ මට අපැහැදිලිය. යන්න දරුවා ඉක්මනට ආරම්භක ස්ථානයට යන්න. ගුරුතුමිය මට කීවාය. මම කඩිසර ගමනින් තරඟ ආරම්භ ක
ස්ථානයට ගියෙමි.
ආරම්භක නිලධාරී අපට මං තීරු නම් කළේය. මම තෙවෙනි මං තීරුවේ ආරම්භක ඉර පිටු පසට ගියෙමි. තවත් පාසල් කිහිපයක තරගකරුවෝද ආරම්භක රේඛාව පසු පස සිටිති.
තරඟය ආරම්භ කිරීමට පෙර තරඟ කොන්දේසි කියනවා යාන්තමින් මට ඇසිණි. ඒ සමගම සැරසෙන් විධානය ඇසුණි. මම ආරම්භක ඉර පිටුපසට ගොස් තරඟය සඳහා සූදානම් වුණෙමි. එල්ල වෙන් විධානය සමඟ ඇසුණු වෙඩි හඬට මම ඉදිරියට පැන් දුවන්නට වුණෙමි.
මා අසලින්ම කවුදෝ එනවා දැන් මා පරාද වෙයි මම දෙපයට වාරු ගෙන ඉගිලුණෙමි. මා අසලින්ම ආ නරඟ කරුවා මගේ ඇඟේ හැප්පෙනවා සේ දැනුණි. එවිටත් මම ජයග්රාහී ඉලක්කය පසු කර තිබුණි. මට දැනුණේ මා විසි වී ගොස් බිම වැටෙන බවයි.
අයියෝ අම්මේ........... මම කෑ ගැසුවද හඬ පිට නොවුණි. එහෙත් අම්මා මගේ හිස අතගානවා දැනී මම අවදි වුණෙමි.
ඇයි දුව බය වුණාද? දුව හීනයක් දැකලා අම්මා මා තුරුලු කර ගත්තාය
",False,,,,,,,,,,70.75
G6_002,6,සීගිරිය,"ඈතදීම සතුරන් දැක ගැනීමට කාශ්‍යප රජු තැනු බල කොටුවයි. මේ එහි තිබෙන චිත්‍ර අප රට සිටි නිර්මාණ කරුවන්ගේ දක්ශකම ලොවම කියා පායි. චිත්‍ර නරඹා වශී වූවන් කැටපත් පවුරේ ලියු කුරුටු ගී රැසකි. එය වටා ඇති දිය හා නල මාර්ග අද
ඉන්ජිනේරුවන් පවා විස්මයට පත් කරවයි. ඒ පව්ව මුදුනෙ වු රජ මාලිගාවේ නටඹුන් අද ද දැක ගත හැක.
සීගිරිය නැරඹීමට එන දෙසි විදෙස් සන්චාරකයන්ගේන් නිතරම මෙය අතුරු සිදුරු නැතිව පිරියයි.
",False,,,,,,,,,,43.58
G6_003,6,අලුත් පාරක්,"දිනක් අපේ ගමට මිනින්දෝරු කණ්ඩායමක් පැමිණ බිම් මැන කූඤ්ඤ ගසා බිම සලකුණු කළහ. ගම් වැසියෝ ගම හරහා අලුත් පාරක් ඉදි වන බව පැවසුහ. සමහරු පාර කැපෙනවාට කැමති වූ අතර සමහරු විරෝධතාවයද පෑහ.
බර වාහන පෙළක් ගමට පැමිණියේය. ඩෝසර, ගල් රෝල, ආදී නවීන යන්ත්‍ර සූත්‍ර රැසක් සමග වැඩ කරන මිනිස්සු ගමට පැමිණියහ. ගමේ බොහෝ දෙනෙක් ද පාරේ රැකියාවට ගියහ.
කෙමෙන් සති මාස ගණන් ගෙවි ගියේය. අලුත් පාර සදා නිම විය. අලුත් පාර මංතිරු හතරක් පමණ තිබේන ඉතා පුළුල් පාරක් විය. එය දක්ෂිණ අධිවේගී මාර්ගය ලෙස නම් කෙරුණි.
ශ්‍රි ලංකාවේ පළමු අධිවේගී මාර්ගය අපේ ගම හරහා ඉදි විය. එහෙත් ඒ පාර පදිකයින්ට හා යතුරු පැදි, පාපැදි, ත්‍රීරෝද රථවලට තහනම් ය. එම පාරට ඇතුළුවීමට හා ඉන් පිට වීමට ප්‍රවේශ දොරටු පිහිටුවා ඇත. කොළඹ කොට්ටාවෙන් ඇරඹෙන මෙම සුවිශේෂි පාර ගාල්ලෙන් අවසන් වෙයි.
පාරේ ගමන් ගන්නා වාහන වලට පැයට කිලෝමිටර සියයක උපරිම වේගයකින් ගමන් කිරීමට අවසර ඇත. පාර පරිහරණය කිරීම වෙනුවෙන් ගස්තු අය කෙරෙයි.
",False,,,,,,,,,,71.41
G6_004,6,ගොළුබෙල්ල,"රාත්‍රී කාලයට ගෙවත්තේ පැළ කා දැමීමට එන අමුත්තෙකු පිළිබඳව අපි පරික්ශාවෙන් සිටියෙමු.
ඉර බැස ගොස් කරුවල වැටෙනවාත් සමග මේ අමුත්තා සැඟවී සිටි තැනින් එළියට ආවේ ය.උ හිස මත වු සංවේදී ස්පර්ශක දිගු කොට අවට පරීක්ෂා කරන්නට විය. කරදරයක සේයාවක් නොදුටුවෙන් පැළ තවාන වෙත හෙමින් හෙමින් ලිස්සා යන්නට පටන් ගත්තේය. සාරු මතින් ලිස්සා යන මෙම ගමන ඉතා අසිරු ගමනක් විය.
ගොළුබෙල්ලා පැලැටි ආහාරයට ගන්නා අහිංසකයෙකි. උට ගොවියාගේ සතුරා යන නම පට බැදි තිබේ. ගොළුබෙල්ලගේ පරම සතුරා ඇටිකුකුළාය. දහවල් කාලයේ උණුසුම ගොළුබෙල්ලා විඩා පත් කරයි. එබැවින් උ දහවල් කාලයට සැගවී සිටි. උගට ආපදාවක් පැමිණෙන විට සැගවී සිටිමට බාහිර කටුවක් උගේ ශරීරයේ නිර්මාණය වී තිබේ.
හෙමින් වැඩ කරන විට "" ගොළුබෙලි ගමන "" යයි සමහරු කියති.
",False,,,,,,,,,,60.06
G6_005,6,නියගය,"සති ගණනවක් එක දිගට තදින් පායන්නට විය. මහ පොළොව වියළි ඉරි තලා ගොසිනි. දිය කඩිති සිඳි ගොසිනි. මහා ගංගා ගලා නොබසි, වාලුකා කාන්තාර සේ පෙනෙයි.
නියගයට අසු වූ ගහ කොළ වියලි ගොස් දර අකුල් බවට පත්ව තිබේ. ගොවි තැන් පාලු වී යාම නිසා මහ ජනතාව අසිරුතාවන්ට මුහුණ දෙති. ඔවුහු පානිය ජලය සොයා ගව් ගණන් දුර ඇවිද යති.
විඩාවට පත් ජනතාව වැසි ඉල්ලා දෙවියන්ට කන්නලව් කරති. පුද පූජා පවත්වති. රජයේ නිලධාරීහු පැමිණ ගමට නියං සහනාධාර බෙදති. වියලි ආහාරයන්ට අමතරව පැතිර යන රෝග වළක්වා ගැනීමට උපදෙස් සපයති.
නියං රකුසා කෝපයට පත්ව කරනු ලබන විනාශාය කවදා නිම වෙයිද ? නිල් අහස කළු වළාකුලින් පිරිණි. විදුලිය කොටා අහස ගුගුරන්නටද විය. විපතට පත් මිනිස්සු සතුටින් අහස දෙස බලා සිටිති. "" හැම දා නියං එක දා වැහි වලාවේ "" නියගය අවසාන කරමින් මහා වැසි පතිත විය.
",False,,,,,,,,,,64.42
G6_006,6,වෙල් යාය,"මම මහා වෙල් යායක, ගොයම් කරලේ එක් බිජයක් වෙමි. මගේ පිට හම දහයියා' ලෙස ගොවියෝ හඳුන්වති.
මෝල් ගසෙන් ගසා මගේ පිට හම ඇර ගන්නා ගෙවිලියෝ, මා හොදින් නහවා පිරිසිදු කොට සැලියක දමා තබති.
එ හැම වේදනාවක්ම මම මැදිහත් සිතින් විද දරා ගනිමි. තම්බා ගත් මා ඊළගට යන්නේ දීසියක් මතින් කෑම මේසයටය.
මිනිස්සු වෑංජන සමග රස කරමින් මා බුදිති. මිනිසාගේ කුස ගිනි නිවීමට මා උපන් නිසා මම එය කරදරයක් ලෙස නොසැලකමි.
විටක හාල් කියාද තවත් විටක බත් කියාද අමතන මම ඔබේ හිතාදර කුඩා වී ඇටය වෙමි.
",False,,,,,,,,,,46.56
G7_001,7,අප අවට පරිසරය,"අප අවට පරිසරය අපගේ සෞඛ්‍යය කෙරෙහි දැඩි බලපෑමක් ඇති කරයි. අප අවට පරිසරයන් අපේ වට පිටවත් යහපත් නොවේ නම් අපට සෞඛ්‍යය සම්පන්න ජීවිතයක් ගත් කිරීමට නොහැකිය. අපේ වට පිටාව සෞඛ්‍යය සම්පන්න නොවුන හොත් දූෂිත පරිසරය නිසා අපට කොළරාව, කහ උණ, අජීර්ණ වැනි විවිධාකාර වූ රෝග වලට බඳුන් වනු ඇත.
අපේ නිවාස. අපේ ගෙවතු සහ මුළු මහත් පරිසරයම පිරිසිඳුව තබා ගැනිම අප විසින් කල යුතුව තිබේ. හිරු එළිය මිනිස් සිරුරට බෙහෙවින් වැදගත් වේ. එම නිසා අපේ නිවාස තුළට හිරු කිරණ වැටීමට ඉඩ සැලැස්වීම නො වැදගත්ය.
උදෑසන පිරිසිඳු වාතශ්‍රය ලබා ගත යුතුය. රාත්‍රියට අප නින්දට යන විට තද බවද ඇහැරුණු කාමර වලට වඩා සුව පහසු ඉඩ පහසුකම් සහිත කාමර වඩාත් සෞඛ්‍යය සම්පන්න වේ.
පිරිසිඳුභාවය සෑම අයෙකුටම අවැසිය. ගම්බද ජනතාව මේ මුලධර්මය පිලිබඳ එතරම් සිතන්නේ නැත. එසේ වුවද පිරිසිඳු වාතශ්‍රය ලැබීමේ වාසිය ඔවුනට නිසගයෙන්ම හිමි වේ.
නොව
අඛණ්ඩව කෙරෙන පරිසර දූෂණයෙන් යුතු නාගරික පෙදෙස් වල වෙසෙන අය මෙන් ගම්බද පරිසරයේ ජීවත් වන මිනිසුනට නිතරම පිරිසිදු වාතය, ජලය ලැබේ. නාගරික ප්රදේශ වල වාතයේ ඇති කබන්ඩයොක්සයිඩ් ප්‍රතිශතය ගම්බද ප්‍රදේශයේ වාතයට වඩා වැඩිය. මන්ද යත් නගරයේ ඇති තද බදයත් අධික ප්‍රමාණයකින් කර්මාන්ත ශාලා පිහිටා තිබිම හා වාහන භාවිතය අධික වීමත් නිසාය.
අප කොතැනක ජීවත් වුවද අප සැම විටම සැළකිලිමත් විය යුත්තේ අපගේ වට පිටාවන් පරිසරයත් පිළිබඳවය. අපට යහපත් සෞඛ්‍යය පිළිබඳ සැළකිලිමත් අසල් වැසි පිරිසක් සිටී නම් යහපත් නීරොගී සම්පන්න ජීවිතයක් ගත කිරීමට අපහසු නොවේ.
යහපත් සෞඛ්‍යයක් සඳහා අවට පරිසරය පිරිසිඳුව තබා ගැනීම කුඩා දරුවෙකු ලෙස අපට නිවසින් ආරම්භ කළ හැක. වතුර රැදෙන භාජන ඉවත් කර කාණු ශුද්ධ කර කුණු රොඩු පුලුස්සා නිස හා අවට පිරිසිඳුව තබා ගැනීමට අපට පුලුවන. එය පාසල, පන්සල දක්වා ව්‍යාප්ත කළ හැකි අතර ඒ සඳහා අපගේ මිතුරන්ද සහභාගි කරවා ගත හැක. එලෙස පිරිසිඳු පරිසරයක් තුලින් අපගේ සෞඛ්‍යය රැක ගැනීම අප අපටම කර ගන්නා ආශිර්වාදයකි.
",False,,,,,,,,,,100.0
